"Mar 17, 2024,K1 0 23 034,Filter strainer,Temuan air pada toilet pria dan wanita mengalir pelan,""pengecekan ditemukan filter strainer kotor,dan di lakukan pembersihan filter strainer.(close)"",1,https://drive.google.com/open?id=1I-Ax9eYMv7qW0CXy6jzzzzI_Z8fx-d9G"
"Mar 16, 2024,K1 0 23 041,Filter strainer,""Pada toilet wanita, air tidak menggalir"",dilakukan pembersihan filter strainer,1,https://drive.google.com/open?id=1zcjz95lwxzBKM_sBUOKIyoGJPyv1CZrm"
"Mar 9, 2024,K1 0 23 059,Filter strainer,""Air flushing toilet wanita mengalir terus, ditemukan katup output air kotor."",TDL membersihkan katup output air pada water tank.,1,-"
"Mar 8, 2024,K1 0 23 039,Filter strainer,Temuan pada toilet wanita air tdak mengalir,""TDL di lakukan pengecekan pada wastafel air tidak keluar dan pada footwash air juga tidak kluar, dilakukan pembersihan filter strainer dan pengecekan pada jalur air dari footwash ke lubang filter menggunakan air."",1,https://drive.google.com/open?id=15Z-ZC6RAf0uMT5z2Pz2yWRAbmIVy5yAl"
"Mar 8, 2024,K1 0 23 042,Filter strainer,Temuan pada toilet wanita air tdak mengalir,""TDL di lakukan pengecekan pada wastafel air tidak keluar dan pada footwash air juga tidak kluar, dilakukan pembersihan filter strainer dan pengecekan jalur air dari footwash ke lubang filter menggunakan air."",1,https://drive.google.com/open?id=116nrKBdxhuEhTYU10sJRyJrSbcX6GLQg"
"Mar 5, 2024,K1 0 23 031,Filter strainer,Temuan toilet pria air wastafel mampet,TDL di lakukan pengecekan pada saluran wastafel terdapat tiket kereta berada di dalam saluran pembuangan wastafel,2,https://drive.google.com/open?id=18q4jbtrKNNo4r8pOQY05mXAnOv-uLz01"
"Feb 29, 2024,K1 0 23 046,Filter strainer,""temuan air kran toilet pria tidak mengalir, ditemukan filter strainer kotor"",Melepas filterstariner,1,https://drive.google.com/open?id=17lUUyb03kHIz3den9GVg0-pHxEOE72F7"
"Feb 17, 2024,K1 0 23 042,Filter strainer,Temuan air pada toilet pria tidak lancar,""dilakukan pembersihan filter strenner dan dilakukan pengecekan pada poma air, poma air berfungsi normal dan setelah dilakukan pengecekan di DAO JAKK aliran air lancar"",1,-"
"Feb 11, 2024,K1 0 23 007,Filter strainer,""aliran air pada toilet pria dan wanita kurang lancar , ditemukan kotoran pada filter strener"",tdl pelepasan filter strener.,2,https://drive.google.com/open?id=1v_dg_YNaUfmhbrXa6eRsQ1YHY0IhKK0K"
"Feb 9, 2024,K1 0 23 020,Filter strainer,Aliran air pada wastafel toilet pria tidak lancar,pelepasan filter strener,1,-"
"Jan 27, 2024,K1 0 23 041,Filter strainer,Temuan toilet pria air tidak bisa mengalir dengan lancar,-,1,-"
"Jan 26, 2024,K1 0 23 020,Filter strainer,Flush pada toilet pria tidak mengalir maksimal. ditemukan penyumbatan pada saluran pelampung closet.,Membersihkan saluran pelampung dengan hasil air mengalir dengan lancar.,1,https://drive.google.com/open?id=1urPttk_D4PKO3t6bWGOhZSS1xAoemBmr"
"Jan 24, 2024,K1 0 23 018,Filter strainer,Temuan air toilet pria tidak lancar,Melakukan lepas filter strener,1,https://drive.google.com/open?id=1KjLm-m-p7Xsd1dgpVUATZZw7ogGEHsfW"
"Jan 24, 2024,K1 0 23 018,Filter strainer,Temuan air toilet pria tidak lancar,lepas filter strener,1,-"
"Jan 22, 2024,K1 0 23 023,Filter strainer,Temuan toilet pria air tidak lancar,dilakukan cek koneksi pompa air dan pembersihan filter strener,1,-"
"Jan 18, 2024,K1 0 23 039,Filter strainer,aliran air pada toilet pria kecil,""cek kondisi relay cek tegangan pompa 1 dan 2 lepas filter strainer"",1,https://drive.google.com/open?id=1fOtsu0HgNKzswkFZ1IO_kBKyEkoTRhDj"
"Jan 16, 2024,K1 0 23 020,Filter strainer,Toilet pria kran wastafle tidak lancar,membersihkan water strener,1,-"
"Jan 1, 2024,K1 0 23 029,Filter strainer,Pelayanan air toilet wanita air mengalir kecil,Pembersihan strainer pipa on roff,1,https://drive.google.com/open?id=1LxlpFiPxCU6JcCdeu5M4Uq-PEXvbZkxA"
"Dec 26, 2023,K1 0 23 032,Filter strainer,Air dari wastafel toilet wanita kurang lancar,Pengecekan saluran air ke wastafel,1,-"
"Dec 18, 2023,K1 0 23 027,Filter strainer,Pelayanan air u toilet pria / wanita mampet,""Flusing tanki atas, pelepasan filter / stainer, perbaikan saluran pipa air ke pompa dorong."",4,https://drive.google.com/open?id=1xFTUz15JiJ6bwgNlv8mq4h_BaEr1mfbg"
